상품번호,그룹명,앨범명,멤버,재고,썸네일,옵션이미지,가격,포카마켓 이미지,충족 여부,원본 앨범명,표시,보유 재고,보유 재고 가격,보유재고 썸네일,보유재고 추가이미지,쇼피 스캔 등록여부,ebay 스캔 등록여부,shopify 스캔 등록여부,썸네일 완성여부,이미지 재생성 필요,ebay item id,ebay 보유재고 item id,ebay 스캔 item id,누적 판매 수,shopify_product_id,shopify 등록완료,이미지_승인상태,앞면,뒷면,joom 등록완료,joom product id
457580,BTS,ARIRANG Rooted in Music Ver. Target Exclusive,JUNGKOOK,3,bts-arirang_rooted_in_music_ver_target_exclusive-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_rooted_in_music_ver_target_exclusive-thumbnail_Upd_8.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=8a44be588d34523e99529c0804e7c9bcb787db2aa8b3c7fcf15f02defb2c04b4&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_rooted_in_music_ver_target_exclusive-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-arirang_rooted_in_music_ver_target_exclusive-jungkook-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_rooted_in_music_ver_target_exclusive-jungkook-option_WBAR2.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=8728bb1e36425c4e66c4bebb6304a1364657f64dc8a3d47c27917dd6dad1c1fc&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_rooted_in_music_ver_target_exclusive-jungkook-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/03/23/c846eddbacd44149b3a3eafa34d3205b.jpg,TRUE,ARIRANG Rooted in Music Ver. Target Exclusive,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328b8847afff017dadff9d
44584,BTS,2021 THE FACT BTS PHOTOBOOK SPECIAL EDITION CHINA,RM,5,bts-2021_the_fact_bts_photobook_special_edition_china-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/06/02/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-2021_the_fact_bts_photobook_special_edition_china-thumbnail_Sq9yT.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=6f09ea96d868d1a3ed496cd8a07279ebfd0a562aac687e129f21c23482e2a29f&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-2021_the_fact_bts_photobook_special_edition_china-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-2021_the_fact_bts_photobook_special_edition_china-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/06/02/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-2021_the_fact_bts_photobook_special_edition_china-rm-option_H7tKw.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=545a4c27fcb40f5dfe1815db6aadc93fbfc0a2c183247c90ec8b718d0b04800d&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-2021_the_fact_bts_photobook_special_edition_china-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/26/77f32b208bf34ea3affc3c5c09d0b295.jpg,TRUE,2021 THE FACT BTS PHOTOBOOK SPECIAL EDITION CHINA,,,,,,FALSE,FALSE,FALSE,완성,TRUE,3.06978E+11,,,,,TRUE,approved,,,TRUE,6a328b29ad9d3801075ef8c0
21264,BTS,BE Essential Edition M2U LUCKY DRAW,SUGA,5,BTS-BE Essential Edition M2U LUCKY DRAW-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/07/08/95e10d305b82879e8a3f76755b00a7a987bd2a09/BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-thumbnail_QOWT7.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=8da9eeea256d01b04ef8c0c2d5c3450d05d30bcc16debadb52d23c04ca553015&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),BTS-BE Essential Edition M2U LUCKY DRAW-SUGA.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/07/08/95e10d305b82879e8a3f76755b00a7a987bd2a09/BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-SUGA_jn-48.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=43ca531fb44f99459ab1b2d12a39a814cb79c3b9300f40c784e64e6cca0562db&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-SUGA.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/20/c3ca3e83b3a240e986d0189e37543381.jpg,TRUE,BE Essential Edition M2U LUCKY DRAW,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06978E+11,,,,,TRUE,approved,,,TRUE,6a328bd947afff017dae0346
24454,BTS,BE Essential Edition M2U LUCKY DRAW,Jin,8,BTS-BE Essential Edition M2U LUCKY DRAW-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/07/08/95e10d305b82879e8a3f76755b00a7a987bd2a09/BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-thumbnail_QOWT7.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=8da9eeea256d01b04ef8c0c2d5c3450d05d30bcc16debadb52d23c04ca553015&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),BTS-BE Essential Edition M2U LUCKY DRAW-Jin.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/07/08/95e10d305b82879e8a3f76755b00a7a987bd2a09/BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-Jin_RRsx3.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=607c2b392dda039e8bf8da654b17629427e7f9e48baca8fa19f8b1a246be4c1d&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522BTS-BE%2520Essential%2520Edition%2520M2U%2520LUCKY%2520DRAW-Jin.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/20/75a4e40d4fc449108a61ec83055e88e3.jpg,TRUE,BE Essential Edition M2U LUCKY DRAW,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06978E+11,,,,,TRUE,approved,,,TRUE,6a328bd947afff017dae0346
462867,BTS,POP-UP : ARIRANG @HYBE YONGSAN Weverse PICK-UP ALBUM,V,0,bts-pop-up_arirang_hybe_yongsan_weverse_pick-up_album-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-pop-up_arirang_hybe_yongsan_weverse_pick-up_album-thumbnail_hyjUa.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=a405c5364d71e587ffde235185f54a740b2de98073ec153ad10d4339cc983e76&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-pop-up_arirang_hybe_yongsan_weverse_pick-up_album-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-pop-up_arirang_hybe_yongsan_weverse_pick-up_album-v-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-pop-up_arirang_hybe_yongsan_weverse_pick-up_album-v-option_K_J3k.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=48888f927cdc76d882b1b9e2b6f45b206de87c439f8a195a4a4e708afc6d476c&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-pop-up_arirang_hybe_yongsan_weverse_pick-up_album-v-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/04/07/ead36f6fc8914d619a9235d023f185fc.jpg,TRUE,BTS POP-UP : ARIRANG @HYBE YONGSAN Weverse PICK-UP ALBUM,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328ddfe1586b01a3f66490
457528,BTS,ARIRANG WEVERSE,V,39,bts-arirang_weverse-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_weverse-thumbnail_xL83U.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=c76467f197b71cc995eb1d4d2bae08a8b5fd75af6a95f018cba5282e8cda442a&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_weverse-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-arirang_weverse-v-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_weverse-v-option_Km05v.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=760c63a08d465eb3a04a1a63fd6d3bdd4663b8e4f034d0fdd16bcd6d17846665&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_weverse-v-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/03/23/9041f7347f0b4cdf85fbf1d28e8b2952.jpg,TRUE,ARIRANG WEVERSE,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328b8ed86c5601eb028349
457576,BTS,ARIRANG Rooted in Korea Ver. Target Exclusive,SUGA,0,bts-arirang_rooted_in_korea_ver_target_exclusive-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_rooted_in_korea_ver_target_exclusive-thumbnail_XT7a0.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=cef04f52c9f8cf25d2f1cc756737296997fb28cf2f22edef8d43fb861771d39d&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_rooted_in_korea_ver_target_exclusive-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-arirang_rooted_in_korea_ver_target_exclusive-suga-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_rooted_in_korea_ver_target_exclusive-suga-option_j9-M4.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=eaa02113549d4c3b18156718cde9be7dc4f6f17881e40bfde100fa51d499bee0&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_rooted_in_korea_ver_target_exclusive-suga-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/03/23/034583cda85445b5baac362c4453a209.jpg,FALSE,ARIRANG Rooted in Korea Ver. Target Exclusive,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328b83d86c5601eb0282e4
457601,BTS,ARIRANG Weverse Albums ver.,Jin,19,bts-arirang_weverse_albums_ver-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_weverse_albums_ver-thumbnail_tNRnB.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=2e64d26df64ba019f951a94242c6c831418a322e2a456f1bf044a57a87e515d7&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_weverse_albums_ver-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-arirang_weverse_albums_ver-jin-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_weverse_albums_ver-jin-option_Pjkym.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=57ff15cc61428ea258de32ac8848f1b998a101ecdb80bb8a2e2c517d5d621137&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_weverse_albums_ver-jin-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/03/23/f27c7904a5484109b8e965baca877f5a.jpg,TRUE,ARIRANG Weverse Albums ver.,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328b90d86c5601eb028362
411961,BTS,Charm of HOPE KTOWN4U LUCKY DRAW,J-Hope,1,bts-charm_of_hope_ktown4u_lucky_draw-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/06/02/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-charm_of_hope_ktown4u_lucky_draw-thumbnail_g9ZHw.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=48cc52f994a65b70921659bd17dadf552b5f5c9cc5ab943d28967ea15e32022c&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-charm_of_hope_ktown4u_lucky_draw-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-charm_of_hope_ktown4u_lucky_draw-j-hope-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/06/02/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-charm_of_hope_ktown4u_lucky_draw-j-hope-option_1YpNw.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=a7518b0373e04b8c9fcfabfacbad83504655f69500a38158c492b632be9d6696&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-charm_of_hope_ktown4u_lucky_draw-j-hope-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2025/10/24/c6ff276090214fb9958a462b2d4e36af.jpg,TRUE,Charm of HOPE KTOWN4U LUCKY DRAW,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06978E+11,,,,,TRUE,approved,,,TRUE,6a328c37d86c5601eb028b3a
457538,BTS,ARIRANG WEVERSE,Unit,44,bts-arirang_weverse-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_weverse-thumbnail_xL83U.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=c76467f197b71cc995eb1d4d2bae08a8b5fd75af6a95f018cba5282e8cda442a&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_weverse-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-arirang_weverse-unit-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_weverse-unit-option_dOsAS.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=40bdfa29048a673f9fd1af397900e5c98219c74880503904254f45f350a7521b&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_weverse-unit-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/03/23/ac2808d104f647a98042e9abcc8a0b44.jpg,TRUE,ARIRANG WEVERSE,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328b8ed86c5601eb028349
450116,BTS,BTS OFFICIAL LIGHT STICK VER.4,J-Hope,9,bts-bts_official_light_stick_ver4-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-bts_official_light_stick_ver4-thumbnail_VHpV_.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=d582f1a738fb780ca88fad6afcffdb9e66591887022d237831b97d0eb8fad04d&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-bts_official_light_stick_ver4-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-bts_official_light_stick_ver4-j-hope-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-bts_official_light_stick_ver4-j-hope-option_ZZ-N9.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090256Z&X-Amz-Expires=7624&X-Amz-Signature=aafbcbb47ce8f4172b81aa6bbd58ad97bf8a0ed0c4bbd2a1343707fac5a07435&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-bts_official_light_stick_ver4-j-hope-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/02/24/6f5d82b70b6e419aa88995f3299835ba.jpg,TRUE,BTS OFFICIAL LIGHT STICK VER.4,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06966E+11,,,,,TRUE,approved,,,TRUE,6a328c04e1586b01a3f64ee2
460944,BTS,ARIRANG ALADIN,V,10,bts-arirang_aladin-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_aladin-thumbnail_Bbyzb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090257Z&X-Amz-Expires=7624&X-Amz-Signature=cb4921778c234f347f5671ac01ebe6cc270ff9d50751e0f329a52a264e146b91&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_aladin-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-arirang_aladin-v-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/05/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-arirang_aladin-v-option_ZXBgX.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090257Z&X-Amz-Expires=7624&X-Amz-Signature=a05b2702c34b87ace78b425fc4b90844cad17464435be64a83c68cde23218fa6&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-arirang_aladin-v-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2026/03/31/92c9d9f06e4647b4b0cadc0d7a5212ad.jpg,TRUE,ARIRANG ALADIN,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06964E+11,,,,,TRUE,approved,,,TRUE,6a328b7247afff017dadfeb1
